"Alsace","Bas-Rhin","67","129","Eywiller","67320","67136","48.8717","7.13472","132"
"Alsace","Bas-Rhin","67","130","Fegersheim","67640","67137","48.4906","7.6825","2686"
"Alsace","Bas-Rhin","67","131","Fessenheim-le-Bas","67117","67138","48.6333","7.53944","212"
"Alsace","Bas-Rhin","67","132","Flexbourg","67310","67139","48.5717","7.43111","222"
"Alsace","Bas-Rhin","67","133","Forstfeld","67480","67140","48.8597","8.04083","394"
"Alsace","Bas-Rhin","67","134","Forstheim","67580","67141","48.8978","7.71444","293"
"Alsace","Bas-Rhin","67","135","Fort-Louis","67480","67142","48.8006","8.05611","163"
"Alsace","Bas-Rhin","67","136","Fouchy","67220","67143","48.3269","7.2725","327"
"Alsace","Bas-Rhin","67","137","Fouday","67130","67144","48.4206","7.18667","199"
"Alsace","Bas-Rhin","67","138","Friedolsheim","67490","67145","48.7067","7.48444","112"
"Alsace","Bas-Rhin","67","139","Friesenheim","67860","67146","48.3094","7.67083","315"
"Alsace","Bas-Rhin","67","140","Frohmuhl","67290","67148","48.9078","7.28389","102"
"Alsace","Bas-Rhin","67","141","Frœschwiller","67360","67147","48.9442","7.72111","0"
"Alsace","Bas-Rhin","67","142","Furchhausen","67700","67149","48.7189","7.44028","190"
"Alsace","Bas-Rhin","67","143","Furdenheim","67117","67150","48.6122","7.56278","566"
"Alsace","Bas-Rhin","67","144","Gambsheim","67760","67151","48.6925","7.88417","2394"
"Alsace","Bas-Rhin","67","145","Geispolsheim","67400","67152","48.515","7.64917","3656"
"Alsace","Bas-Rhin","67","146","Geiswiller","67270","67153","48.7875","7.50417","111"
"Alsace","Bas-Rhin","67","147","Gerstheim","67150","67154","48.3808","7.70028","1629"
"Alsace","Bas-Rhin","67","148","Gertwiller","67140","67155","48.4114","7.46972","484"
"Alsace","Bas-Rhin","67","149","Geudertheim","67170","67156","48.7217","7.75583","1230"
"Alsace","Bas-Rhin","67","150","Gingsheim","67270","67158","48.7169","7.58889","160"
"Alsace","Bas-Rhin","67","151","Gottenhouse","67700","67161","48.7219","7.36083","190"
"Alsace","Bas-Rhin","67","152","Gottesheim","67490","67162","48.7739","7.48028","177"
"Alsace","Bas-Rhin","67","153","Gougenheim","67270","67163","48.7011","7.56528","262"
"Alsace","Bas-Rhin","67","154","Goxwiller","67210","67164","48.4333","7.48556","417"
"Alsace","Bas-Rhin","67","155","Grandfontaine","67130","67165","48.4928","7.15944","209"
"Alsace","Bas-Rhin","67","156","Grassendorf","67350","67166","48.8197","7.61361","93"
"Alsace","Bas-Rhin","67","157","Grendelbruch","67190","67167","48.4928","7.32444","698"
"Alsace","Bas-Rhin","67","158","Gresswiller","67190","67168","48.5347","7.43111","743"
"Alsace","Bas-Rhin","67","159","Gries","67240","67169","48.7525","7.81444","1416"
"Alsace","Bas-Rhin","67","160","Griesheim-près-Molsheim","67210","67172","48.5033","7.53194","974"
"Alsace","Bas-Rhin","67","161","Griesheim-sur-Souffel","67370","67173","48.6344","7.66917","571"
"Alsace","Bas-Rhin","67","162","Gumbrechtshoffen","67110","67174","48.9042","7.62694","657"
"Alsace","Bas-Rhin","67","163","Gundershoffen","67110","67176","48.9067","7.66","1901"
"Alsace","Bas-Rhin","67","164","Gungwiller","67320","67178","48.8814","7.15806","154"
"Alsace","Bas-Rhin","67","165","Gunstett","67360","67177","48.9153","7.76361","371"
